id,question,answer,intent,category,notes
1234,Що таке насильство проти жінок?,"Це порушення прав людини та форма дискримінації жінок, включно з усіма актами ґендерно зумовленого насильства, що призводять або можуть завдати їм фізичної, сексуальної, психологічної чи економічної шкоди чи страждань, включно із загрозами таких дій, примусу, або ж умисне позбавлення волі у публічному чи приватному житті.",violence_against_women_definition,права людини;соціальна політика;кримінальне право;дискримінація,"Форми та прояви насильства проти жінок формуються під впливом соціальних та культурних норм, а також динамікою кожної соціальної, економічної та політичної системи. 
Такі фактори, як расове чи етнічне походження жінок, каста, клас, статус мігрантки чи біженки, вік, віросповідання, сексуальна орієнтація, шлюбний статус, інвалідність чи ВІЛ-статус, впливатимуть на те, яких форм насильства вони зазнаватимуть та як цей досвід отримають. "
1235,Як пояснити термін насильство проти жінок,"Це порушення прав людини та форма дискримінації жінок, включно з усіма актами ґендерно зумовленого насильства, що призводять або можуть завдати їм фізичної, сексуальної, психологічної чи економічної шкоди чи страждань, включно із загрозами таких дій, примусу, або ж умисне позбавлення волі у публічному чи приватному житті.",violence_against_women_definition,права людини;соціальна політика;кримінальне право;дискримінація,
1236,У чому полягає насильство проти жінок,"Це порушення прав людини та форма дискримінації жінок, включно з усіма актами ґендерно зумовленого насильства, що призводять або можуть завдати їм фізичної, сексуальної, психологічної чи економічної шкоди чи страждань, включно із загрозами таких дій, примусу, або ж умисне позбавлення волі у публічному чи приватному житті.",violence_against_women_definition,права людини;соціальна політика;кримінальне право;дискримінація,
1237,Що означає поняття насильства проти жінок,"Це порушення прав людини та форма дискримінації жінок, включно з усіма актами ґендерно зумовленого насильства, що призводять або можуть завдати їм фізичної, сексуальної, психологічної чи економічної шкоди чи страждань, включно із загрозами таких дій, примусу, або ж умисне позбавлення волі у публічному чи приватному житті.",violence_against_women_definition,права людини;соціальна політика;кримінальне право;дискримінація,
1238,Дай визначення насильства проти жінок,"Це порушення прав людини та форма дискримінації жінок, включно з усіма актами ґендерно зумовленого насильства, що призводять або можуть завдати їм фізичної, сексуальної, психологічної чи економічної шкоди чи страждань, включно із загрозами таких дій, примусу, або ж умисне позбавлення волі у публічному чи приватному житті.",violence_against_women_definition,права людини;соціальна політика;кримінальне право;дискримінація,
1239,Що таке насильство проти жінок в місцях несвободи?,"Це насильство проти жінок та дівчат, які знаходяться в місцях несвободи, де їхні права  обмежені.",custodial_violence_against_women_definition,права людини;кримінальне право;соціальна політика;дискримінація,"Акти насильства в таких місцях, у тому числі в камерах тимчасового утримання в поліції, центрах увʼязнення, тюрмах, установах соціального захисту, центрах утримання мігрантів, відносяться до насильницьких дій з боку держави. Жінки, які перебувають під вартою, знаходяться в групі підвищеного ризику щодо насильства з боку персоналу і мають дуже обмежені можливості повідомляти про такі випадки насильства."
1240,Як пояснити термін насильство проти жінок в місцях несвободи,"Це насильство проти жінок та дівчат, які знаходяться в місцях несвободи, де їхні права  обмежені.",custodial_violence_against_women_definition,права людини;кримінальне право;соціальна політика;дискримінація,
1241,У чому полягає насильство проти жінок в місцях несвободи,"Це насильство проти жінок та дівчат, які знаходяться в місцях несвободи, де їхні права  обмежені.",custodial_violence_against_women_definition,права людини;кримінальне право;соціальна політика;дискримінація,
1242,Що означає поняття насильства проти жінок в місцях несвободи,"Це насильство проти жінок та дівчат, які знаходяться в місцях несвободи, де їхні права  обмежені.",custodial_violence_against_women_definition,права людини;кримінальне право;соціальна політика;дискримінація,
1243,Дай визначення насильства проти жінок в місцях несвободи,"Це насильство проти жінок та дівчат, які знаходяться в місцях несвободи, де їхні права  обмежені.",custodial_violence_against_women_definition,права людини;кримінальне право;соціальна політика;дискримінація,
1244,Що таке насильство проти жінок та дівчат в умовах збройного конфлікту?,"Це досвід насильства проти жінок та дівчат під час збройного конфлікту, починаючи від фізичного, сексуального і до психологічного насильства, вчиненого державними або недержавними суб’єктами, включаючи вбивства; незаконні страти, тортури чи інші форми жорстокої, нелюдської або такої, що принижує гідність, поведінки; покарання; викрадення; завдавання каліцтв; примусове вербування жінок для участі в бойових діях; зґвалтування; сексуальне рабство; сексуальна експлуатація; вимушене зникнення; свавільне затримання, а також примусовий шлюб, проституція, аборт, вагітність і стерилізація.",violence_against_women_armed_conflict_definition,права людини;міжнародне право;соціальна політика;дискримінація,"Сексуальне насильство застосовується в  збройних конфліктах з багатьох причин, у тому числі як форма тортур, для завдання  тілесних ушкоджень, отримання інформації, приниження  та залякування, знищення громад.  Зґвалтування жінок використовується для приниження опонентів, для вигнання громад і груп із їхніх земель та навмисного поширення ВІЛ. Жінок примушують виконувати сексуальну та домашню рабську працю. Жінок також викрадають, а потім примушують слугувати «дружинами» для винагородження бойовиків."
1245,Як пояснити термін насильство проти жінок та дівчат в умовах збройного конфлікту,"Це досвід насильства проти жінок та дівчат під час збройного конфлікту, починаючи від фізичного, сексуального і до психологічного насильства, вчиненого державними або недержавними суб’єктами, включаючи вбивства; незаконні страти, тортури чи інші форми жорстокої, нелюдської або такої, що принижує гідність, поведінки; покарання; викрадення; завдавання каліцтв; примусове вербування жінок для участі в бойових діях; зґвалтування; сексуальне рабство; сексуальна експлуатація; вимушене зникнення; свавільне затримання, а також примусовий шлюб, проституція, аборт, вагітність і стерилізація.",violence_against_women_armed_conflict_definition,права людини;міжнародне право;соціальна політика;дискримінація,
1246,У чому полягає насильство проти жінок та дівчат в умовах збройного конфлікту,"Це досвід насильства проти жінок та дівчат під час збройного конфлікту, починаючи від фізичного, сексуального і до психологічного насильства, вчиненого державними або недержавними суб’єктами, включаючи вбивства; незаконні страти, тортури чи інші форми жорстокої, нелюдської або такої, що принижує гідність, поведінки; покарання; викрадення; завдавання каліцтв; примусове вербування жінок для участі в бойових діях; зґвалтування; сексуальне рабство; сексуальна експлуатація; вимушене зникнення; свавільне затримання, а також примусовий шлюб, проституція, аборт, вагітність і стерилізація.",violence_against_women_armed_conflict_definition,права людини;міжнародне право;соціальна політика;дискримінація,
1247,Що означає поняття насильства проти жінок та дівчат в умовах збройного конфлікту,"Це досвід насильства проти жінок та дівчат під час збройного конфлікту, починаючи від фізичного, сексуального і до психологічного насильства, вчиненого державними або недержавними суб’єктами, включаючи вбивства; незаконні страти, тортури чи інші форми жорстокої, нелюдської або такої, що принижує гідність, поведінки; покарання; викрадення; завдавання каліцтв; примусове вербування жінок для участі в бойових діях; зґвалтування; сексуальне рабство; сексуальна експлуатація; вимушене зникнення; свавільне затримання, а також примусовий шлюб, проституція, аборт, вагітність і стерилізація.",violence_against_women_armed_conflict_definition,права людини;міжнародне право;соціальна політика;дискримінація,
1248,Дай визначення насильства проти жінок та дівчат в умовах збройного конфлікту,"Це досвід насильства проти жінок та дівчат під час збройного конфлікту, починаючи від фізичного, сексуального і до психологічного насильства, вчиненого державними або недержавними суб’єктами, включаючи вбивства; незаконні страти, тортури чи інші форми жорстокої, нелюдської або такої, що принижує гідність, поведінки; покарання; викрадення; завдавання каліцтв; примусове вербування жінок для участі в бойових діях; зґвалтування; сексуальне рабство; сексуальна експлуатація; вимушене зникнення; свавільне затримання, а також примусовий шлюб, проституція, аборт, вагітність і стерилізація.",violence_against_women_armed_conflict_definition,права людини;міжнародне право;соціальна політика;дискримінація,
1249,Що таке насильство проти літніх людей?,"Це одинична чи повторювана дія або бездіяльність  у стосунках, що мали б будуватись на довірі/відповідальності, але натомість завдають шкоди або страждань літній  особі.",elder_abuse_definition,права людини;соціальна політика;охорона здоров’я,"Насильство щодо літніх людей може мати різні  форми, такі як фізичне, психологічне, емоційне, сексуальне або економічне насильство. Літні люди також можуть зазнавати шкоди внаслідок навмисного чи ненавмисного нехтування."
1250,Як пояснити термін насильство проти літніх людей,"Це одинична чи повторювана дія або бездіяльність  у стосунках, що мали б будуватись на довірі/відповідальності, але натомість завдають шкоди або страждань літній  особі.",elder_abuse_definition,права людини;соціальна політика;охорона здоров’я,
1251,У чому полягає насильство проти літніх людей,"Це одинична чи повторювана дія або бездіяльність  у стосунках, що мали б будуватись на довірі/відповідальності, але натомість завдають шкоди або страждань літній  особі.",elder_abuse_definition,права людини;соціальна політика;охорона здоров’я,
1252,Що означає поняття насильства проти літніх людей,"Це одинична чи повторювана дія або бездіяльність  у стосунках, що мали б будуватись на довірі/відповідальності, але натомість завдають шкоди або страждань літній  особі.",elder_abuse_definition,права людини;соціальна політика;охорона здоров’я,
1253,Дай визначення насильства проти літніх людей,"Це одинична чи повторювана дія або бездіяльність  у стосунках, що мали б будуватись на довірі/відповідальності, але натомість завдають шкоди або страждань літній  особі.",elder_abuse_definition,права людини;соціальна політика;охорона здоров’я,
1254,Що таке наставництво?,"Це убезпечені відносини, що дозволяють навчатися та експериментувати, створюють сприятливі умови для розвитку особистісного потенціалу, засвоєння нових навичок в рамках підтримки наставником кар’єрного зростання та особистісного розвитку поза межами звичайних стосунків керівника та підлеглого.",mentorship_definition,освіта;професійний розвиток;соціальна політика,Менторство дедалі частіше використовується для підтримки особистого або професійного розвитку жінок.
1255,Як пояснити термін наставництво,"Це убезпечені відносини, що дозволяють навчатися та експериментувати, створюють сприятливі умови для розвитку особистісного потенціалу, засвоєння нових навичок в рамках підтримки наставником кар’єрного зростання та особистісного розвитку поза межами звичайних стосунків керівника та підлеглого.",mentorship_definition,освіта;професійний розвиток;соціальна політика,
1256,У чому полягає наставництво,"Це убезпечені відносини, що дозволяють навчатися та експериментувати, створюють сприятливі умови для розвитку особистісного потенціалу, засвоєння нових навичок в рамках підтримки наставником кар’єрного зростання та особистісного розвитку поза межами звичайних стосунків керівника та підлеглого.",mentorship_definition,освіта;професійний розвиток;соціальна політика,
1257,Що означає поняття наставництва,"Це убезпечені відносини, що дозволяють навчатися та експериментувати, створюють сприятливі умови для розвитку особистісного потенціалу, засвоєння нових навичок в рамках підтримки наставником кар’єрного зростання та особистісного розвитку поза межами звичайних стосунків керівника та підлеглого.",mentorship_definition,освіта;професійний розвиток;соціальна політика,
1258,Дай визначення наставництва,"Це убезпечені відносини, що дозволяють навчатися та експериментувати, створюють сприятливі умови для розвитку особистісного потенціалу, засвоєння нових навичок в рамках підтримки наставником кар’єрного зростання та особистісного розвитку поза межами звичайних стосунків керівника та підлеглого.",mentorship_definition,освіта;професійний розвиток;соціальна політика,
1259,Що таке національні інституції з прав людини?,"Це незалежні органи, створені відповідно до національного законодавства, що уповноважені захищати та просувати права людини в межах держави.",national_human_rights_institutions_definition,права людини;державна політика;міжнародне право,"Такі інституції є ключовими елементами сильної, ефективної національної системи захисту прав людини за умови, що вони ґрунтуються на національному законодавстві, є незалежними від уряду, мають широкий мандат, що охоплює всі міжнародні стандарти у сфері прав людини, підкріплений членством у міжнародних структурах, відповідають за співпрацю як із громадянським суспільством, так і з державою, та належним чином функціонують."
1260,Як пояснити термін національні інституції з прав людини,"Це незалежні органи, створені відповідно до національного законодавства, що уповноважені захищати та просувати права людини в межах держави.",national_human_rights_institutions_definition,права людини;державна політика;міжнародне право,
1261,У чому полягають національні інституції з прав людини,"Це незалежні органи, створені відповідно до національного законодавства, що уповноважені захищати та просувати права людини в межах держави.",national_human_rights_institutions_definition,права людини;державна політика;міжнародне право,
1262,Що означає поняття національних інституцій з прав людини,"Це незалежні органи, створені відповідно до національного законодавства, що уповноважені захищати та просувати права людини в межах держави.",national_human_rights_institutions_definition,права людини;державна політика;міжнародне право,
1263,Дай визначення національних інституцій з прав людини,"Це незалежні органи, створені відповідно до національного законодавства, що уповноважені захищати та просувати права людини в межах держави.",national_human_rights_institutions_definition,права людини;державна політика;міжнародне право,
1264,Що таке національні лінії допомоги жінкам?,"Це телефонний сервіс, що пропонує підтримку, інформування та професійне консультування жінкам, які пережили насильство.
",national_womens_helplines_definition,права людини;соціальна політика;підтримка жінок,"Іншими важливими елементами національної довідкової служби для жінок є надання підтримки всіма відповідними мовами, широко розрекламований загальнодоступний номер та інформування про інші відповідні служби/перенаправлення до інших відповідних служб (поліція, консультаційні центри, притулки для жінок)."
1265,Як пояснити термін національні лінії допомоги жінкам,"Це телефонний сервіс, що пропонує підтримку, інформування та професійне консультування жінкам, які пережили насильство.
",national_womens_helplines_definition,права людини;соціальна політика;підтримка жінок,
1266,У чому полягають національні лінії допомоги жінкам,"Це телефонний сервіс, що пропонує підтримку, інформування та професійне консультування жінкам, які пережили насильство.
",national_womens_helplines_definition,права людини;соціальна політика;підтримка жінок,
1267,Що означає поняття національних ліній допомоги жінкам,"Це телефонний сервіс, що пропонує підтримку, інформування та професійне консультування жінкам, які пережили насильство.
",national_womens_helplines_definition,права людини;соціальна політика;підтримка жінок,
1268,Дай визначення національних ліній допомоги жінкам,"Це телефонний сервіс, що пропонує підтримку, інформування та професійне консультування жінкам, які пережили насильство.
",national_womens_helplines_definition,права людини;соціальна політика;підтримка жінок,
1269,Що таке небезпечний аборт?,"Це процедури переривання вагітності, що виконуються особами без необхідних навичок та/або за відсутності базових медичних та стандартних санітарних умов",unsafe_abortion_definition,охорона здоров’я;права людини,"Хоча це визначення здається пов’язаним безпосередньо з процесом, характеристики небезпечного аборту стосуються насамперед неприйнятних умов до, під час або після аборту.
У країнах, де аборт є нелегальним, його законність сильно обмежена та/або він повністю недоступний, жінки мають обмежений вибір і вдаються до небезпечного аборту, що наражає їх на підвищений ризик смертності чи захворюваності."
1270,Як пояснити термін небезпечний аборт,"Це процедури переривання вагітності, що виконуються особами без необхідних навичок та/або за відсутності базових медичних та стандартних санітарних умов",unsafe_abortion_definition,охорона здоров’я;права людини,
1271,У чому полягає небезпечний аборт,"Це процедури переривання вагітності, що виконуються особами без необхідних навичок та/або за відсутності базових медичних та стандартних санітарних умов",unsafe_abortion_definition,охорона здоров’я;права людини,
1272,Що означає поняття небезпечного аборту,"Це процедури переривання вагітності, що виконуються особами без необхідних навичок та/або за відсутності базових медичних та стандартних санітарних умов",unsafe_abortion_definition,охорона здоров’я;права людини,
1273,Дай визначення небезпечного аборту,"Це процедури переривання вагітності, що виконуються особами без необхідних навичок та/або за відсутності базових медичних та стандартних санітарних умов",unsafe_abortion_definition,охорона здоров’я;права людини,
1274,Що таке невидимий бар’єр?,"Це набір внутрішніх установок, стійких стереотипів, норм та цінностей, що перешкоджають розширенню можливостей жінок та їх повноцінній участі у суспільному житті.",invisible_barrier_definition,ринок праці;соціальна політика;гендерні студії,
1275,Як пояснити термін невидимий бар’єр,"Це набір внутрішніх установок, стійких стереотипів, норм та цінностей, що перешкоджають розширенню можливостей жінок та їх повноцінній участі у суспільному житті.",invisible_barrier_definition,ринок праці;соціальна політика;гендерні студії,
1276,У чому полягає невидимий бар’єр,"Це набір внутрішніх установок, стійких стереотипів, норм та цінностей, що перешкоджають розширенню можливостей жінок та їх повноцінній участі у суспільному житті.",invisible_barrier_definition,ринок праці;соціальна політика;гендерні студії,
1277,Що означає поняття невидимого бар’єра,"Це набір внутрішніх установок, стійких стереотипів, норм та цінностей, що перешкоджають розширенню можливостей жінок та їх повноцінній участі у суспільному житті.",invisible_barrier_definition,ринок праці;соціальна політика;гендерні студії,
1278,Дай визначення невидимого бар’єра,"Це набір внутрішніх установок, стійких стереотипів, норм та цінностей, що перешкоджають розширенню можливостей жінок та їх повноцінній участі у суспільному житті.",invisible_barrier_definition,ринок праці;соціальна політика;гендерні студії,
1279,Що таке неповна зайнятість?,"Це зайнятість, в рамках якої тривалість роботи працівника/ці менша, ніж кількість робочих годин повного робочого дня.",part_time_employment_definition,ринок праці;економіка;соціальна політика,"У різних країнах існують відмінності в поглядах на зайнятість на неповний робочий день – в суспільстві загалом та серед соціальних партнерів зокрема.  Робота на умовах неповної зайнятості може розглядатися як кінцевий продукт, що відображає традиційні ґендерні ролі, з акцентом на недоліках роботи на умовах неповної зайнятості в частині оплати праці, підвищення кваліфікації, пенсійних прав тощо. З іншого боку, вона може розглядатися як інструмент для збільшення участі жінок на ринку праці, а отже, принаймні, їх економічної незалежності."
1280,Як пояснити термін неповна зайнятість,"Це зайнятість, в рамках якої тривалість роботи працівника/ці менша, ніж кількість робочих годин повного робочого дня.",part_time_employment_definition,ринок праці;економіка;соціальна політика,
1281,У чому полягає неповна зайнятість,"Це зайнятість, в рамках якої тривалість роботи працівника/ці менша, ніж кількість робочих годин повного робочого дня.",part_time_employment_definition,ринок праці;економіка;соціальна політика,
1282,Що означає поняття неповної зайнятості,"Це зайнятість, в рамках якої тривалість роботи працівника/ці менша, ніж кількість робочих годин повного робочого дня.",part_time_employment_definition,ринок праці;економіка;соціальна політика,
1283,Дай визначення неповної зайнятості,"Це зайнятість, в рамках якої тривалість роботи працівника/ці менша, ніж кількість робочих годин повного робочого дня.",part_time_employment_definition,ринок праці;економіка;соціальна політика,
1284,Що таке неоплачувана праця?,"Це робота зі створення товарів та послуг, що не передбачає прямої винагороди чи іншої форми оплати, як-то домашня праця та робота по догляду",unpaid_work_definition,економіка;соціальна політика;права людини,"Неоплачувана праця розподіляється нерівномірно між  жінками та чоловіками, причому жінкам властивий більш високий рівень участі в цій  неоплачуваній праці."
1285,Як пояснити термін неоплачувана праця,"Це робота зі створення товарів та послуг, що не передбачає прямої винагороди чи іншої форми оплати, як-то домашня праця та робота по догляду",unpaid_work_definition,економіка;соціальна політика;права людини,
1286,У чому полягає неоплачувана праця,"Це робота зі створення товарів та послуг, що не передбачає прямої винагороди чи іншої форми оплати, як-то домашня праця та робота по догляду",unpaid_work_definition,економіка;соціальна політика;права людини,
1287,Що означає поняття неоплачуваної праці,"Це робота зі створення товарів та послуг, що не передбачає прямої винагороди чи іншої форми оплати, як-то домашня праця та робота по догляду",unpaid_work_definition,економіка;соціальна політика;права людини,
1288,Дай визначення неоплачуваної праці,"Це робота зі створення товарів та послуг, що не передбачає прямої винагороди чи іншої форми оплати, як-то домашня праця та робота по догляду",unpaid_work_definition,економіка;соціальна політика;права людини,
1289,Що таке непряма дискримінація?,"Це дискримінація, що виникає  внаслідок застосування нейтрального положення, критерію чи практики, що ставлять осіб однієї статі у невигідне становище  порівняно з особами іншої статі, крім випадків, коли такі положення, критерії або практики є об’єктивно виправданими їх (законною) метою, а також відповідними та необхідними засобами її досягнення.",indirect_discrimination_definition,права людини;соціальна політика;трудові права,"Концепція, що орієнтована на вплив правил або практик та враховує реалії повсякденного соціального життя. Непряма дискримінація має місце тоді, коли законодавство, політика чи програма не містять дискримінаційних норм (положень), але їх реалізація все ж призводить до дискримінації. Наприклад, у випадках, коли жінки знаходяться у невигідному становищі порівняно з чоловіками щодо доступу до певної можливості/ресурсу через вже існуючу нерівність.  Застосування ґендерно нейтрального законодавства може зберегти наявну нерівність або навіть посилити її. "
1290,Як пояснити термін непряма дискримінація,"Це дискримінація, що виникає  внаслідок застосування нейтрального положення, критерію чи практики, що ставлять осіб однієї статі у невигідне становище  порівняно з особами іншої статі, крім випадків, коли такі положення, критерії або практики є об’єктивно виправданими їх (законною) метою, а також відповідними та необхідними засобами її досягнення.",indirect_discrimination_definition,права людини;соціальна політика;трудові права,
1291,У чому полягає непряма дискримінація,"Це дискримінація, що виникає  внаслідок застосування нейтрального положення, критерію чи практики, що ставлять осіб однієї статі у невигідне становище  порівняно з особами іншої статі, крім випадків, коли такі положення, критерії або практики є об’єктивно виправданими їх (законною) метою, а також відповідними та необхідними засобами її досягнення.",indirect_discrimination_definition,права людини;соціальна політика;трудові права,
1292,Що означає поняття непрямої дискримінації,"Це дискримінація, що виникає  внаслідок застосування нейтрального положення, критерію чи практики, що ставлять осіб однієї статі у невигідне становище  порівняно з особами іншої статі, крім випадків, коли такі положення, критерії або практики є об’єктивно виправданими їх (законною) метою, а також відповідними та необхідними засобами її досягнення.",indirect_discrimination_definition,права людини;соціальна політика;трудові права,
1293,Дай визначення непрямої дискримінації,"Це дискримінація, що виникає  внаслідок застосування нейтрального положення, критерію чи практики, що ставлять осіб однієї статі у невигідне становище  порівняно з особами іншої статі, крім випадків, коли такі положення, критерії або практики є об’єктивно виправданими їх (законною) метою, а також відповідними та необхідними засобами її досягнення.",indirect_discrimination_definition,права людини;соціальна політика;трудові права,
1294,Що таке непряме насильство?,"Це ставлення, стереотипи та культурні норми, що є основою ґендеризованих практик, і можуть спричинити ґендерно зумовлені форми прямого насильства.",indirect_violence_definition,права людини;соціальна політика;дискримінація,
